290.0,288.9,301.0,177.0,84.0,198.0,97.91655110782992
299.0,283.2,266.0,164.0,97.0,165.0,113.10034324576898
299.0,290.2,282.0,178.5,85.0,175.0,97.06113811510252
298.0,314.8,335.0,212.5,98.0,235.0,112.88499774587612
299.0,303.6,300.0,200.5,97.0,199.0,112.98486125913155
294.0,288.1,275.0,196.0,86.0,171.0,100.10344769345798
294.0,286.8,289.0,173.5,94.0,189.0,108.73574244017442
299.0,308.8,317.0,218.5,97.0,216.0,111.66772324742863
293.0,288.2,290.0,194.0,93.0,190.0,107.26525038059455
300.0,298.3,297.0,193.5,88.0,191.0,100.51133696419288
311.0,306.5,301.0,188.5,85.0,188.0,98.61005336622819
297.0,287.8,279.0,174.0,87.0,174.0,99.82873009262701
300.0,298.3,293.0,194.0,100.0,193.0,115.23955638945466
297.0,304.3,312.0,204.5,87.0,207.0,99.65771555842107
301.0,298.4,284.0,192.0,95.0,181.0,110.23897358057536
307.0,307.4,320.0,213.0,91.0,212.0,104.48693324744556
302.0,308.9,312.0,207.0,92.0,207.0,106.05953038820437
296.0,299.0,297.0,189.5,90.0,194.0,104.60398287418448
297.0,313.1,324.0,219.0,89.0,220.0,104.27594858799799
299.0,294.7,297.0,198.0,99.0,197.0,113.98883356298774
300.0,309.56,312.0,209.0,100.0,212.0,115.09875315841595
300.0,307.28,309.0,210.0,100.0,209.0,115.427830670048
300.0,299.76,294.0,199.0,100.0,194.0,114.74429671819871
298.0,300.52,293.0,197.0,96.0,192.0,110.85639077766788
300.0,301.96,305.0,205.0,100.0,205.0,114.65748050293357
301.0,299.2,295.0,198.0,99.0,194.0,113.85027313704694
307.0,305.56,309.0,204.0,93.0,202.0,107.38546956807033
301.0,313.16,323.0,225.0,99.0,222.0,113.15298699272796
297.0,309.16,306.0,206.0,97.0,206.0,112.11017024715338
301.0,301.2,294.0,202.0,99.0,193.0,113.92190555211104
300.0,295.12,292.0,193.0,100.0,192.0,115.44713169332806
300.0,292.04,291.0,190.0,100.0,191.0,114.91865357496434
301.0,294.48,299.0,196.0,99.0,198.0,115.2083248955087
300.0,294.12,287.0,182.0,100.0,187.0,114.7015929998995
299.0,298.24,301.0,201.0,99.0,201.0,114.05725128722139
301.0,294.08,291.0,189.0,97.0,189.0,111.09659099041397
300.0,297.96,295.0,199.0,98.0,194.0,113.21092853637725
299.0,294.2,294.0,202.0,99.0,194.0,112.8690118536224
302.0,302.92,303.0,198.0,94.0,199.0,107.31533181052916
302.0,297.48,301.0,199.0,98.0,199.0,112.43310042073782
299.0,296.325,293.0,192.0,99.0,193.0,113.3792316281222
300.0,299.775,292.0,191.0,100.0,192.0,115.21429078160864
300.0,301.975,301.0,203.0,100.0,201.0,114.84167365557988
300.0,302.2,307.0,205.5,100.0,207.0,114.61999670989937
300.0,299.15,299.0,193.5,100.0,199.0,114.21128429332913
300.0,299.45,304.0,200.0,98.0,203.0,112.94758246403035
300.0,299.775,305.0,200.0,100.0,205.0,114.6965064629384
300.0,302.375,305.0,205.0,100.0,205.0,114.88183281000059
300.0,302.575,299.0,201.5,100.0,199.0,115.03186357270297
300.0,298.425,301.0,201.0,100.0,201.0,114.81888415271695
300.0,299.525,297.0,196.5,100.0,197.0,114.87888737631152
299.0,300.4,299.0,198.5,99.0,199.0,113.22010521779157
300.0,303.275,304.0,198.0,100.0,204.0,114.65062398766167
299.0,294.875,298.0,196.5,99.0,198.0,113.65701623796605
300.0,303.175,311.0,213.5,100.0,211.0,115.41589959888938
300.0,302.3,306.0,200.0,100.0,206.0,114.95967152553487
300.0,305.425,309.0,209.5,100.0,209.0,114.78028830802546
300.0,297.7,297.0,193.0,98.0,196.0,112.27999840442496
300.0,302.55,302.0,201.0,100.0,202.0,114.10336502623721
300.0,301.575,301.0,200.0,100.0,201.0,114.72634205485042
