91.0,84.8,92.0,87.5,89.0,91.0,102.6037920409986
95.0,97.7,97.0,93.0,95.0,97.0,110.70222495129441
104.0,112.1,115.0,107.5,90.0,108.0,104.4472497838097
86.0,89.1,94.0,98.0,86.0,94.0,100.31825757555715
97.0,100.6,111.0,106.5,97.0,111.0,110.299287673841
87.0,92.1,110.0,107.5,83.0,108.0,98.07129984266017
108.0,103.7,103.0,84.0,82.0,90.0,93.48714957085342
97.0,101.9,97.0,99.0,97.0,97.0,111.68661671476164
93.0,100.4,118.0,101.0,87.0,115.0,101.46738618956081
99.0,107.0,105.0,113.0,95.0,103.0,109.72957997757538
100.0,99.4,102.0,111.5,100.0,102.0,116.8562810407965
100.0,114.4,116.0,131.0,98.0,115.0,114.55421714437617
97.0,90.5,100.0,86.5,95.0,99.0,109.4721829364947
88.0,91.9,96.0,92.0,88.0,96.0,102.78127816565693
102.0,118.7,124.0,124.5,94.0,120.0,107.79003740310182
99.0,94.5,103.0,89.0,97.0,102.0,112.47398070786468
113.0,110.2,101.0,85.5,87.0,88.0,102.3296238838744
100.0,85.0,63.0,61.5,98.0,62.0,113.4276750644657
94.0,76.6,69.0,59.0,88.0,66.0,101.28146710348871
99.0,88.7,83.0,83.0,99.0,83.0,113.57853053745744
103.0,92.92,92.0,89.0,97.0,89.0,111.55713935230577
100.0,99.0,95.0,98.0,100.0,95.0,115.05610256639466
100.0,99.48,95.0,105.0,100.0,95.0,114.52647477496708
100.0,101.12,102.0,111.0,100.0,102.0,115.1617671685549
100.0,96.2,100.0,97.0,100.0,100.0,114.41734004168421
99.0,100.52,103.0,102.0,97.0,102.0,111.9481450627269
100.0,94.12,88.0,91.0,100.0,88.0,114.69465056073267
99.0,90.04,80.0,80.0,97.0,79.0,111.26229866695078
102.0,108.68,110.0,105.0,96.0,107.0,110.98080744942457
102.0,101.04,99.0,89.0,96.0,96.0,110.8489812747528
100.0,104.8,108.0,109.0,100.0,108.0,114.64895343479165
100.0,93.36,95.0,98.0,98.0,94.0,112.68493605497741
99.0,103.44,105.0,103.0,95.0,103.0,109.06836079684496
102.0,108.8,115.0,103.0,98.0,113.0,112.10384229020372
97.0,101.96,114.0,108.0,93.0,112.0,107.4096375062395
99.0,95.0,90.0,84.0,99.0,90.0,114.39455575646065
102.0,97.68,93.0,88.0,94.0,89.0,108.11301324512745
93.0,97.24,101.0,105.0,93.0,101.0,106.46078582780518
101.0,103.68,113.0,105.0,99.0,112.0,113.99195702735985
100.0,98.68,102.0,101.0,100.0,102.0,113.8761320553073
100.0,100.225,103.0,100.5,100.0,103.0,114.8379418183609
100.0,100.875,101.0,102.5,100.0,101.0,114.45220051353925
100.0,100.575,101.0,98.5,100.0,101.0,114.92453458553857
100.0,97.475,99.0,100.5,100.0,99.0,114.81654560733294
100.0,98.5,95.0,94.5,100.0,95.0,113.77589621243192
99.0,103.7,107.0,107.0,99.0,107.0,113.13544337803631
100.0,103.85,105.0,108.0,100.0,105.0,114.47865626851373
100.0,99.1,95.0,95.5,100.0,95.0,114.64298769403277
100.0,102.1,99.0,99.0,100.0,99.0,114.66415158719221
99.0,100.375,103.0,102.0,99.0,103.0,113.79225202383697
100.0,99.775,96.0,97.0,100.0,96.0,114.76867917227776
99.0,95.275,95.0,95.5,99.0,95.0,113.03031161404984
99.0,102.6,105.0,108.0,99.0,105.0,113.78354370768261
100.0,105.175,111.0,109.5,100.0,111.0,114.70569805822718
100.0,105.4,112.0,112.5,100.0,112.0,115.1810591515225
101.0,101.45,103.0,103.0,99.0,102.0,113.56977428736664
100.0,96.8,97.0,91.5,96.0,95.0,110.0398618767774
99.0,95.225,95.0,100.0,99.0,95.0,113.36955593114233
99.0,99.95,103.0,100.0,99.0,103.0,113.70188462042894
102.0,99.1,96.0,94.5,98.0,94.0,112.36546051110797
