Min + Max,77.28338652573254,4.471047089279434
2 * Mean,52.12434595528188,2.587711941798383
2 * Median,41.52979872552001,4.758125157585453
First Quartile + Third Quartile - Min,42.111874128920995,3.966179362187847
Max - Min,74.86143248544636,4.734465782999476
(2 * Median) - Min,40.318821705376926,4.648043896829638
Max + (Standard Deviation / 2) - Min,85.84514904076681,5.401258263848363
Min + Max,83.07333333776297,2.835777883478869
2 * Mean,51.2806097995315,2.280021669316498
2 * Median,37.7409992264328,2.7170403492398463
First Quartile + Third Quartile - Min,37.988686501460855,2.4797542337579572
Max - Min,82.78893311893248,2.8600092514239623
(2 * Median) - Min,37.59879911701755,2.6988077309120393
Max + (Standard Deviation / 2) - Min,93.98718279696124,3.070390842197032
Min + Max,85.66157777332903,2.596704598675184
2 * Mean,50.29180367018097,1.4720472728039455
2 * Median,38.3045023837764,1.575781294328138
First Quartile + Third Quartile - Min,38.238673170142555,1.5577306937051594
Max - Min,85.39759731946943,2.5614261383748405
(2 * Median) - Min,38.1725121568466,1.5585540146898809
Max + (Standard Deviation / 2) - Min,96.33290701881911,2.8302526393893386
